metric_date,daily_revenue,successful_payments,failed_payments,day_of_week,day_of_month,month,quarter,week_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,days_since_start,total_payments,failure_rate,success_rate,revenue_per_payment,revenue_per_success,payment_fail_success_ratio,revenue_7d_mean,revenue_7d_std,revenue_7d_min,revenue_7d_max,payments_7d_mean,failure_rate_7d_mean,revenue_7d_zscore,revenue_14d_mean,revenue_14d_std,revenue_14d_min,revenue_14d_max,payments_14d_mean,failure_rate_14d_mean,revenue_14d_zscore,revenue_30d_mean,revenue_30d_std,revenue_30d_min,revenue_30d_max,payments_30d_mean,failure_rate_30d_mean,revenue_30d_zscore,revenue_lag_1d,total_payments_lag_1d,failure_rate_lag_1d,revenue_lag_7d,total_payments_lag_7d,failure_rate_lag_7d,revenue_lag_14d,total_payments_lag_14d,failure_rate_lag_14d,revenue_ewm_7d,failure_rate_ewm_7d,revenue_ewm_14d,failure_rate_ewm_14d,revenue_pct_change,revenue_pct_change_7d,failure_rate_change,revenue_diff,revenue_diff_7d,revenue_acceleration,revenue_momentum,revenue_volatility_7d,revenue_volatility_14d,revenue_distance_from_mean_7d,revenue_distance_from_mean_14d,revenue_distance_from_mean_30d,revenue_cv_7d,revenue_cv_14d,revenue_skew_14d,revenue_kurt_14d,day_of_week_sin,day_of_week_cos,day_of_month_sin,day_of_month_cos,month_sin,month_cos,weekend_revenue_interaction,failure_revenue_interaction,month_end_revenue_interaction,payments_success_interaction
2024-01-12,46927.87686927205,545,45,4,12,1,1,2,0,0,0,0,0,11,590,0.07627118644067797,0.923728813559322,79.53877435469839,86.10619609040742,0.08241758241758242,34485.44091832738,13586.851200740475,17833.350952705834,46927.87686927205,529.2857142857143,0.09662794845001096,0.9157703846979205,36211.637346065465,12548.733017590266,17833.350952705834,52430.58660463763,486.25,0.11076461120369012,0.8539698396783553,36211.637346065465,12548.733017590266,17833.350952705834,52430.58660463763,486.25,0.11076461120369012,0.8539698396783553,22786.953524461864,277.0,0.22743682310469315,22511.140517685308,505.0,0.100990099009901,31236.203565420874,377.0,0.1246684350132626,37182.173292202395,0.11465198998598704,35560.87835038363,0.11326742121865759,1.0594186414122815,1.0846512344589714,-0.6646489104116222,24140.923344810184,24416.73635158674,1.5653048872811728,0.2748552520172414,0.7509416541446119,0.6530268569821471,0.9157703846979205,0.8539698396783553,0.8539698396783553,0.3939880378190487,0.3465386803049454,-0.3802740434493196,-1.6818313950425294,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,0.49999999999999994,0.8660254037844387,0.0,3579.2448459614275,0.0,545.0
2024-01-13,40098.63966310353,241,51,5,13,1,1,2,1,0,0,0,0,12,292,0.17465753424657535,0.8253424657534246,137.32410843528606,166.3843969423383,0.21074380165289255,37384.50429174546,12005.426446228787,17833.350952705834,46927.87686927205,478.2857142857143,0.11013284383324394,0.22607571530358983,36510.63752429916,12062.767359529043,17833.350952705834,52430.58660463763,471.3076923076923,0.11567945143775821,0.2974443618003652,36510.63752429916,12062.767359529043,17833.350952705834,52430.58660463763,471.3076923076923,0.11567945143775821,0.2974443618003652,46927.87686927205,590.0,0.07627118644067797,19805.196049176964,649.0,0.08012326656394453,31236.203565420874,377.0,0.1246684350132626,37911.28988492768,0.1296533760511341,36165.91319207962,0.12145276962237996,-0.14552623433599743,1.0246524984421899,1.2899543378995433,-6829.237206168516,20293.443613926567,-1.204944875748279,0.27123788727801645,0.7532194073385376,0.6294302452353299,0.22607571530358983,0.2974443618003652,0.2974443618003652,0.32113376046225617,0.33039048829255663,-0.4710939298791003,-1.4567830719766868,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,0.49999999999999994,0.8660254037844387,40098.63966310353,7003.529530199589,0.0,241.0
2024-01-14,22461.01590800814,579,25,6,14,1,1,2,1,0,0,0,0,13,604,0.041390728476821195,0.9586092715231788,37.18711243047705,38.792773588960515,0.04310344827586207,38045.59928536008,10818.080293761946,22461.01590800814,46927.87686927205,482.0,0.1111026513121373,-1.4406052602811705,35507.09312313552,12182.638102868066,17833.350952705834,52430.58660463763,480.7857142857143,0.11037311408340557,-1.0708745597593785,35507.09312313552,12182.638102868066,17833.350952705834,52430.58660463763,480.7857142857143,0.11037311408340557,-1.0708745597593785,40098.63966310353,292.0,0.17465753424657535,17833.350952705834,578.0,0.03460207612456748,31236.203565420874,377.0,0.1246684350132626,34048.7213906978,0.10758771415755587,34338.59355420343,0.11077783080297213,-0.43985591290081894,0.259494974756842,-0.7630177898974159,-17637.623755095392,4627.664955302305,-0.2943296785648215,0.22262447235696908,0.7911653677492451,0.6242515182857015,-1.4406052602811705,-1.0708745597593785,-1.0708745597593785,0.28434511472978413,0.343104349900351,-0.2653678407805049,-1.7008197858777008,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,0.49999999999999994,0.8660254037844387,22461.01590800814,929.6778107619264,0.0,579.0
2024-01-15,25454.749016213016,378,51,0,15,1,1,3,0,0,0,0,0,14,429,0.11888111888111888,0.8811188811188811,59.335079291871835,67.34060586299739,0.1345646437994723,35112.6656629265,11086.488632743642,22461.01590800814,46927.87686927205,469.0,0.11764610785559385,-0.8711429711099308,35094.13208390639,12433.943411366303,17833.350952705834,52430.58660463763,484.5,0.10995973435968101,-0.7752474616278151,34836.93684934069,12022.983066566621,17833.350952705834,52430.58660463763,477.3333333333333,0.11094031440325311,-0.7803544079846333,22461.01590800814,604.0,0.041390728476821195,45985.284373248054,520.0,0.07307692307692308,31236.203565420874,377.0,0.1246684350132626,31900.228297076603,0.11041106533844663,33154.08094913804,0.1118582692133917,0.13328573918766984,-0.4464588103967164,1.8721678321678321,2993.7331082048768,-20530.535357035038,0.5731416520884888,0.016149359479392,0.520658643715522,0.5998191156880698,-0.8711429711099308,-0.7752474616278151,-0.7803544079846333,0.31574044360995607,0.3543026333187128,-0.17709619121510717,-1.8606974511670398,0.0,1.0,0.10116832198743272,-0.994869323391895,0.49999999999999994,0.8660254037844387,0.0,3026.0890438854635,0.0,378.0
2024-01-16,29411.292707943154,262,74,1,16,1,1,3,0,0,0,0,0,15,336,0.22023809523809523,0.7797619047619048,87.53360924983082,112.2568423967296,0.2813688212927757,33322.4777976846,10808.064254163912,22461.01590800814,46927.87686927205,429.42857142857144,0.1442147287786776,-0.36187655788880113,33449.89680557107,11447.980025912786,17833.350952705834,46927.87686927205,470.7142857142857,0.1158341540708547,-0.3527787512279817,34497.83409050334,11694.236383556736,17833.350952705834,52430.58660463763,468.5,0.11777142570543075,-0.4349613960008557,25454.749016213016,429.0,0.11888111888111888,41942.607764636414,613.0,0.03425774877650897,52430.58660463763,529.0,0.13799621928166353,31277.994399793242,0.1378678228133588,32655.042516978727,0.12630891268335218,0.15543440201315972,-0.29877291195181577,0.8525910364145659,3956.5436917301377,-12531.31505669326,0.022148662825489884,0.0509131880112198,0.520676538585322,0.5771692149715422,-0.36187655788880113,-0.3527787512279817,-0.4349613960008557,0.32434755661872366,0.3422426111641309,-0.04314153842001842,-1.9528333438392804,0.7818314824680298,0.6234898018587336,-0.10116832198743204,-0.9948693233918952,0.49999999999999994,0.8660254037844387,0.0,6477.48708448748,0.0,262.0
2024-01-17,34001.90684969525,551,23,2,17,1,1,3,0,0,0,0,0,16,574,0.04006968641114982,0.9599303135888502,59.236771515148526,61.70944981795872,0.041666666666666664,31591.776362671,9279.769539502684,22461.01590800814,46927.87686927205,443.14285714285717,0.12842073897130452,0.25971878684724514,32533.28602231707,10788.622902902256,17833.350952705834,46927.87686927205,494.14285714285717,0.10650115257757446,0.13612681067773244,34468.66189986757,11323.534522902117,17833.350952705834,52430.58660463763,474.70588235294116,0.11320073515870835,-0.04121990790312697,29411.292707943154,336.0,0.22023809523809523,46116.816894790485,478.0,0.1506276150627615,46834.45781525128,246.0,0.17073170731707318,31958.972512268745,0.11341828871280656,32834.6244280076,0.11481034918039187,0.15608338563480761,-0.2627004824017629,-0.8180619644034278,4590.614141752099,-12114.910045095232,0.0006489836216478917,0.0589933964488873,0.5219938185496356,0.5753540662375612,0.25971878684724514,0.13612681067773244,-0.04121990790312697,0.2937400364249466,0.33161798951074906,0.07523758316920642,-1.7712312909133978,0.9749279121818236,-0.22252093395631434,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,0.8660254037844387,0.0,1362.4457448484159,0.0,551.0
2024-01-18,37912.11164455492,430,74,3,18,1,1,3,0,0,0,0,0,17,504,0.14682539682539683,0.8531746031746031,75.22244373919627,88.16770149896493,0.1716937354988399,33752.51323697001,8625.784816672052,22461.01590800814,46927.87686927205,475.57142857142856,0.11690482093140504,0.4822283996165024,32374.924481106784,10684.316900798023,17833.350952705834,46927.87686927205,496.35714285714283,0.10853202130279535,0.5182537372164031,34659.96466346132,11015.383761848245,17833.350952705834,52430.58660463763,476.3333333333333,0.11506877191796883,0.29523682981926186,34001.90684969525,574.0,0.04006968641114982,22786.953524461864,277.0,0.22743682310469315,40129.17322149889,473.0,0.11839323467230443,33447.257295340285,0.12177006574095411,33511.62272354725,0.11907902219972588,0.11499957376345527,0.6637639429885243,2.664251207729469,3910.2047948596664,15125.158120093056,-0.04108381187135235,0.14769137068207966,0.4589556345270938,0.5715757106140974,0.4822283996165024,0.5182537372164031,0.29523682981926186,0.2555597787966038,0.330018280259768,0.10854615885551883,-1.705942478976012,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822,0.49999999999999994,0.8660254037844387,0.0,5566.460836700524,0.0,430.0
2024-01-19,30788.931863675687,440,30,4,19,1,1,3,0,0,0,0,0,18,470,0.06382978723404255,0.9361702127659575,65.50836566739508,69.97484514471748,0.06802721088435375,31446.94966474196,6382.374508948265,22461.01590800814,40098.63966310353,458.42857142857144,0.11512747818759997,-0.10309921489920108,32966.19529153467,10319.275769849417,17833.350952705834,46927.87686927205,493.85714285714283,0.10587771331880547,-0.21098994507137245,34456.22609505154,10741.802472401274,17833.350952705834,52430.58660463763,476.0,0.11237198325039376,-0.3414039906984656,37912.11164455492,504.0,0.14682539682539683,46927.87686927205,590.0,0.07627118644067797,22511.140517685308,505.0,0.100990099009901,32782.67593742414,0.10728499611422622,33148.597275564374,0.11171245753763477,-0.18788665341732003,-0.34390954976622856,-0.5652673950546292,-7123.179780879233,-16138.94500559636,-0.3028862271807753,-0.030495100007863405,0.23200384784587555,0.5569678109228798,-0.10309921489920108,-0.21098994507137245,-0.3414039906984656,0.2029568710793625,0.3130259855160221,-0.002249694800662283,-1.520180940975276,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911,0.49999999999999994,0.8660254037844387,0.0,1965.2509700218523,0.0,440.0
2024-01-20,23862.234645032142,251,75,5,20,1,1,3,1,0,0,0,0,19,326,0.23006134969325154,0.7699386503067485,73.19703878844216,95.06866392443085,0.2976190476190476,29127.463233588904,5618.782003352322,22461.01590800814,37912.11164455492,463.2857142857143,0.12304230896569658,-0.9370765025954039,33255.98376266718,9972.39033442729,17833.350952705834,46927.87686927205,470.7857142857143,0.11658757639947025,-0.9419756750992736,33926.52652255057,10720.307312244953,17833.350952705834,52430.58660463763,468.5,0.11825645157253664,-0.9388062845934838,30788.931863675687,470.0,0.06382978723404255,40098.63966310353,292.0,0.17465753424657535,19805.196049176964,649.0,0.08012326656394453,30552.565614326137,0.13797908450898255,31910.41559149341,0.12749230982505033,-0.22497361224848322,-0.40491161681505117,2.6042944785276076,-6926.697218643545,-16236.40501807139,-0.0370869588311632,-0.041844725423932805,0.24036179132392108,0.5611630865536978,-0.9370765025954039,-0.9419756750992736,-0.9388062845934838,0.19290323905965778,0.299867548817461,0.03377633996509665,-1.4796952930229388,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627,0.49999999999999994,0.8660254037844387,23862.234645032142,5489.777909133161,0.0,251.0
2024-01-21,34446.429429331234,295,78,6,21,1,1,3,1,0,0,0,0,20,373,0.20911528150134048,0.7908847184986595,92.34967675423924,116.7675573875635,0.2635135135135135,30839.665165206483,5045.669768415908,23862.234645032142,37912.11164455492,430.2857142857143,0.14700295939777078,0.7148236863804802,34442.63222528328,8929.971448094158,22461.01590800814,46927.87686927205,456.14285714285717,0.12905280535495403,0.00042522017791635263,33951.28380382584,10449.478973040857,17833.350952705834,52430.58660463763,463.95238095238096,0.1225830625215273,0.04738471906421078,23862.234645032142,326.0,0.23006134969325154,22461.01590800814,604.0,0.041390728476821195,17833.350952705834,578.0,0.03460207612456748,31526.031568077415,0.15576313375707204,32248.550769871785,0.13837537271522235,0.4435542161807804,0.5336095914098826,-0.09104557640750677,10584.194784299092,11985.413521323095,0.6685278284292636,0.08435672158772424,0.22816453673099862,0.56397784107074,0.7148236863804802,0.00042522017791635263,0.04738471906421078,0.16360974548150511,0.2592708765602516,0.04151563596548689,-1.4565709225632386,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,34446.429429331234,7203.274786830661,0.0,295.0
